Gene ID,Gene Name,accessory axillary lymph node,adrenal gland,aorta,bone (os femoris),cecum,cerebellum,cerebral cortex,colon,corpora quadrigemina,corpus striatum,diencephalon,epididymis,eyeball,hippocampus,intestinal mucosa,intestine,lung,medulla oblongata,olfactory brain,ovary,pancreas,pituitary gland,prostate,skin,spinal cord,spleen,stomach,submandibular gland,testis,thymus,tongue,urinary bladder,uterus,vagina,vesicular gland
ENSMUSG00000071229,Timm8a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,
ENSMUSG00000071230,Npw,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.5,,,,,,,,
ENSMUSG00000071234,Syndig1l,,,,,,5,3,,6,84,8,,,2,,,,2,6,,,1,,,2,,,,1,,,,,,
ENSMUSG00000071252,2210408I21Rik,15,18,19,4,17,30,41,5,38,32,27,22,17,31,2,2,16,33,37,19,7,31,7,10,31,3,4,7,85,8,11,13,11,9,13
ENSMUSG00000071253,Slc25a16,14,21,37,11,23,15,26,17,12,22,14,27,38,24,19,14,22,12,17,13,43,10,29,16,14,10,28,38,4,10,19,14,10,9,23
ENSMUSG00000071256,Zfp213,4,5,3,2,2,5,3,4,3,3,3,9,3,3,4,4,4,4,3,4,3,6,4,1,2,3,7,2,2,4,3,4,5,5,7
ENSMUSG00000071266,Zfp946,2,2,4,,6,4,4,5,4,4,3,2,4,3,5,3,5,4,3,3,3,4,2,2,6,,5,5,,0.6,3,2,3,0.9,2
ENSMUSG00000071281,Zfp65,15,3,7,,,6,5,4,5,2,3,3,5,5,3,1,5,4,4,6,4,4,2,4,5,4,3,2,,5,4,4,5,3,3
ENSMUSG00000071291,Zfp58,14,8,7,3,7,8,5,2,9,5,8,11,7,10,5,2,10,7,11,11,8,11,5,7,8,4,7,6,11,7,6,8,8,6,5
ENSMUSG00000071317,Bves,,,0.5,,2,,,0.5,,,,,1,,,,,,0.6,2,,,0.7,1,,,1,,,,6,7,2,0.5,0.8
ENSMUSG00000071322,Tcp10a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,
ENSMUSG00000071324,Armc2,1,4,0.6,,2,7,17,0.8,7,8,5,4,1,12,,,7,7,8,6,,8,0.7,4,6,,2,,31,,2,3,3,2,2
ENSMUSG00000071335,Mfsd4b3,,,1,,2,,,1,,,,,0.7,,1,0.9,,,,,,,,,,,,,,0.5,1,0.7,,,
ENSMUSG00000071337,Tia1,60,26,20,33,17,62,54,23,52,54,45,32,25,59,19,24,24,35,86,48,25,49,32,31,32,24,15,24,20,84,23,29,30,31,30
ENSMUSG00000071341,Egr4,,,,,,3,51,,3,97,10,,,42,,,,0.5,74,,,3,,,,,,,5,,,,,,
ENSMUSG00000071342,Lsmem1,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,0.6,4,,,,
ENSMUSG00000071347,C1qtnf9,,,6,2,,,,,,,,2,,,,,,,,,1,,,3,,,,,,,4,2,0.5,,0.5
ENSMUSG00000071356,Reg3b,,,,,2,,,4,,,,,,,1,0.8,,,,,4,,,,,,,,,,,,,,
ENSMUSG00000071359,Tbpl1,0.5,0.6,1,2,,0.9,,0.8,0.7,,0.6,3,,,2,0.8,1,,,,1,,0.9,,0.6,,,,96,,2,,,,
ENSMUSG00000071369,Map3k5,1,0.7,0.9,2,,1,2,,0.6,0.9,0.6,2,2,,0.8,0.8,3,0.6,,3,1,1,2,2,,2,1,4,,0.6,0.5,3,1,0.9,3
ENSMUSG00000071379,Hpcal1,32,15,13,19,22,125,25,23,39,25,26,27,44,16,28,14,50,43,10,18,28,25,15,12,34,15,42,50,5,30,17,12,19,14,23
ENSMUSG00000071398,2410004P03Rik,0.8,,,,,2,2,,3,4,5,1,,6,,,25,3,2,17,,,,,4,,,,,,,,2,,
ENSMUSG00000071415,Rpl23,19,16,12,16,21,6,14,20,14,15,15,40,12,11,10,27,17,14,11,23,62,13,37,29,14,33,36,20,53,16,22,31,28,39,30
ENSMUSG00000071424,Grid2,,,,,,13,,,1,1,1,,,0.6,,,,1,0.5,,,,,,1,,,,,,,,,,
ENSMUSG00000071451,Psmg4,14,10,9,13,6,4,7,7,5,10,9,22,5,9,4,10,11,9,7,12,7,10,12,8,6,17,11,9,14,18,5,8,17,9,9
ENSMUSG00000071454,Dtnb,24,13,4,11,2,29,29,6,25,38,24,41,26,34,9,4,13,29,35,20,89,29,32,12,28,11,8,62,182,15,12,12,11,30,68
ENSMUSG00000071470,Ccnb1ip1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
ENSMUSG00000071471,Krtap26-1,,,,,,,,,,,,,,,,,,,,0.6,,,,84,,,,,,,112,,,,
ENSMUSG00000071477,Zfp777,2,10,5,3,8,12,6,6,7,8,5,7,8,10,4,6,11,5,7,11,10,11,9,7,5,5,3,11,0.8,16,9,12,8,9,10
ENSMUSG00000071489,Ptgdr,,,,,,1,0.8,0.8,0.6,,0.6,,,,2,0.8,,0.6,0.5,,,,,0.8,,,0.5,2,,0.5,,,,,
ENSMUSG00000071506,Tmem139,,,,,54,,,21,,,,13,24,,86,35,4,,,0.7,1,4,1,4,,,23,14,,,2,2,2,5,8
ENSMUSG00000071516,Hist1h2ai,279,33,33,2408,326,22,29,395,25,41,28,47,23,25,38,549,132,17,38,167,11,61,24,288,21,2834,11,55,299,2411,49,41,102,152,40
ENSMUSG00000071517,Gm10334,,,,,,,,3,,,,,,,8,3,,,,,17,,,,,,5,,,,,,,,
ENSMUSG00000071521,Try10,,,,,15,,,144,,,,,,,99,6,,,,,1718,,,,,,74,,,,,,,,
ENSMUSG00000071528,Usmg5,,1,4,,,1,1,6,2,5,2,1,0.7,3,7,3,,4,2,0.5,3,1,,1,5,1,5,2,19,,3,1,0.6,1,0.8
ENSMUSG00000071531,Gprin2,,,,,,,,,0.6,,,,,,,,,0.8,,,,,,1,0.6,,,,,,,,,,
ENSMUSG00000071533,Pcnp,0.5,,1,0.9,4,1,0.9,1,1,0.5,2,,0.8,2,2,2,0.9,2,0.6,,,1,0.7,0.8,3,1,1,0.6,2,0.6,0.7,0.6,0.5,0.9,0.5
ENSMUSG00000071537,Klrg2,,3,0.6,,0.9,,,,,0.7,,8,0.9,,,,1,,,0.8,1,,,6,,,10,10,,,10,4,,13,
ENSMUSG00000071547,Nt5dc2,,,,,,,,,,,,,,,,,,,,,1,,,,,0.5,,0.6,,,,,,,0.5
ENSMUSG00000071550,Cfap44,,,,,,2,0.9,,3,2,3,2,,5,,,17,1,2,10,1,3,,,3,,,,72,,,,0.9,,
ENSMUSG00000071551,Akr1c19,0.5,0.7,0.7,,181,,,29,,,,44,,,75,51,2,,,2,3,,,,,,21,,,,,,13,,
ENSMUSG00000071552,Tigit,4,,,,,,,0.8,,,,,,,2,,0.7,,,,,,,,,0.8,,0.9,,,,,,,
ENSMUSG00000071553,Cpa2,,,,,,,,6,,,,,,,2,,,,,,219,,,,,,3,,,,,,,,
ENSMUSG00000071561,BC100530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
ENSMUSG00000071573,Rnls,0.5,0.7,1,,0.9,,,0.5,0.7,0.9,,1,1,0.6,,0.7,1,0.7,1,,0.7,3,,1,0.5,,0.5,0.9,95,0.8,2,0.9,0.5,0.6,0.8
ENSMUSG00000071604,Fam189a2,,2,1,2,9,1,0.5,2,2,0.5,1,17,2,1,2,1,17,2,1,5,,2,9,5,1,,4,29,2,,3,4,14,10,22
ENSMUSG00000071632,2510002D24Rik,31,12,24,16,13,25,17,19,20,20,17,26,25,15,15,16,16,13,17,16,48,29,17,35,13,12,41,28,8,17,26,20,22,17,31
ENSMUSG00000071636,Rimbp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,
ENSMUSG00000071637,Cebpd,,,,,,,0.9,0.8,,0.5,,,,1,,,,,,,,0.7,,,,,1,,,,,,,,0.5
ENSMUSG00000071644,Eef1g,0.8,1,0.7,0.9,2,0.9,1,0.5,1,0.9,1,0.8,,1,1,1,0.6,2,1,1,3,1,,1,2,1,1,0.6,34,0.6,2,0.6,1,3,0.5
ENSMUSG00000071645,Tut1,12,3,3,3,2,5,6,2,4,6,4,8,3,7,3,2,4,5,7,4,4,4,4,6,4,4,4,4,7,5,5,5,5,4,4
ENSMUSG00000071646,Mta2,1,0.9,,0.9,2,0.9,1,,0.7,0.5,,1,0.8,0.8,,,0.9,0.8,,,,1,,2,,0.9,1,0.6,1,3,,1,,0.6,
ENSMUSG00000071647,Eml3,7,3,1,4,,1,,2,1,0.5,0.6,0.8,8,0.6,3,2,2,0.5,,3,1,2,2,5,1,6,2,0.6,,4,2,1,5,6,2
ENSMUSG00000071648,Rom1,,4,0.7,,,,,,0.5,,,,70,,,,0.6,0.6,,,,0.5,,,,,1,,,,1,,,,
ENSMUSG00000071649,B3gat3,39,18,16,17,13,60,73,19,75,63,93,30,31,69,17,11,28,74,60,26,32,28,27,38,67,22,22,40,12,15,14,25,26,20,29
ENSMUSG00000071652,Ints5,11,19,11,19,11,17,16,28,20,17,19,15,12,22,13,24,15,15,18,15,28,21,19,15,15,30,10,19,14,24,17,14,26,24,23
ENSMUSG00000071653,1810009A15Rik,39,24,26,28,17,21,19,26,21,17,22,28,17,21,25,40,30,21,19,22,17,35,22,31,20,44,28,21,151,26,19,28,25,29,30
ENSMUSG00000071654,Uqcc3,11,14,18,9,15,9,9,9,10,7,10,21,18,9,12,8,11,9,10,12,14,14,31,13,10,10,31,10,31,14,13,15,12,12,24
ENSMUSG00000071655,Ubxn1,14,54,29,28,45,14,18,42,16,11,21,26,52,15,45,39,24,19,15,41,28,27,43,58,24,21,94,22,15,8,41,62,25,72,31
ENSMUSG00000071656,Lrrn4cl,2,2,43,4,4,,0.5,0.5,0.9,0.5,,1,7,0.6,,1,3,1,1,8,9,2,9,29,1,,12,4,0.6,2,39,18,10,11,7
ENSMUSG00000071657,Bscl2,,1,,,,5,4,,6,6,6,,2,6,,,,7,5,,,3,0.8,,6,,0.5,,0.8,,,0.6,,,
ENSMUSG00000071658,Gng3,0.8,34,2,,0.9,315,735,2,622,354,587,,39,531,,2,0.5,501,479,1,,71,13,,474,0.6,2,0.6,12,,0.8,8,,0.9,
ENSMUSG00000071659,Hnrnpul2,,,,,,,,,0.7,,0.5,,,0.5,,,,0.6,,0.8,,,,,0.7,0.9,0.5,,0.6,0.6,,0.6,0.8,,0.5
ENSMUSG00000071660,Ttc9c,3,1,2,2,6,0.9,1,4,1,0.5,0.6,3,3,1,4,2,0.9,1,0.6,3,3,1,1,2,3,2,2,4,0.6,6,0.9,1,2,2,2
ENSMUSG00000071661,Zbtb3,1,,,,,,0.5,,,0.5,,,0.8,,,,,,0.6,,1,1,,,0.6,0.5,,,,,,0.6,,,
ENSMUSG00000071662,Polr2g,39,37,28,23,26,29,42,20,41,33,41,67,32,43,19,17,28,39,33,32,17,41,46,19,41,28,29,46,47,36,26,17,26,24,36
ENSMUSG00000071708,Sms,8,2,3,4,2,11,15,2,15,8,10,0.8,3,17,1,4,6,14,10,3,,4,7,4,16,4,2,1,2,7,4,3,4,4,2
ENSMUSG00000071711,Mpst,1,2,2,3,2,2,3,2,2,1,3,1,1,3,2,0.9,2,3,2,2,1,2,4,2,3,4,3,3,,1,4,2,1,2,2
ENSMUSG00000071715,Ncf4,0.6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000071722,Spin4,0.5,3,4,,2,1,,1,,1,0.6,2,0.6,0.8,,1,5,1,1,5,1,5,1,2,0.6,,4,,0.6,,2,10,3,3,3
ENSMUSG00000071723,Gspt2,1,4,2,1,0.9,6,7,0.6,9,8,7,19,1,7,,,0.7,8,9,3,,6,7,0.8,7,0.7,,0.9,3,,,2,1,0.5,21
ENSMUSG00000071724,Smpd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,
ENSMUSG00000071738,Cldn34b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,
ENSMUSG00000071749,4933412E24Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
ENSMUSG00000071757,Zhx2,,,,,,,0.5,,,,1,1,,0.6,,,,0.5,,,1,1,,0.5,,,1,,,,,0.8,,,
ENSMUSG00000071847,Apcdd1,,5,4,0.9,,1,2,,3,3,2,2,2,4,,,1,3,6,7,,,1,16,4,0.7,2,,0.6,,11,3,9,4,2
ENSMUSG00000071855,Ccdc112,0.8,,0.6,,,1,2,,1,3,2,1,0.6,5,,,,1,4,0.7,,3,0.7,2,,,1,,2,,,1,1,,0.5
ENSMUSG00000071856,Mcc,,1,0.9,,2,5,1,0.5,2,0.7,1,,1,0.6,,0.8,3,1,,1,9,,2,2,1,,,4,,,2,1,2,3,6
ENSMUSG00000071858,Gm94,,,,,54,,,,,,,,,,,,,,,0.6,,,,258,,,1739,,,3,569,,5,908,0.5
ENSMUSG00000071860,2900055J20Rik,,,,,,,6,,3,6,4,,,6,,,,1,2,,,,,,2,,,,,,,,,,
ENSMUSG00000071862,Lrrtm2,,,,,,3,9,,6,13,12,,0.6,8,,,,4,4,,,1,,,5,,,,,,,,,,
ENSMUSG00000071866,Ppia,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,20,,,,,,
ENSMUSG00000071890,Mroh9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
ENSMUSG00000071937,Adam25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,
ENSMUSG00000071984,Fndc1,0.5,1,63,21,15,0.6,0.5,5,,0.5,0.6,2,13,3,,6,8,0.8,9,10,5,2,5,71,0.9,0.9,11,6,,3,61,50,27,11,5
ENSMUSG00000072100,Cldn34b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,
ENSMUSG00000072115,Ang,9,20,25,8,22,3,3,19,3,3,4,17,9,3,10,7,128,4,2,17,29,4,21,42,4,2,47,9,,5,15,75,51,40,30
ENSMUSG00000072214,Sep-05,1,7,13,34,78,83,113,263,141,94,134,2,18,62,180,190,6,128,101,22,5,27,9,46,128,7,24,2,55,0.9,93,29,18,110,4
ENSMUSG00000072235,Tuba1a,2,2,2,3,,3,4,0.5,5,3,4,3,2,4,,0.8,7,5,3,3,1,3,3,2,4,0.9,1,3,0.8,0.9,1,5,2,2,6
ENSMUSG00000072244,Trim6,,,,,0.9,,,,,,,0.6,,,3,,1,,,0.6,,,0.7,,,,3,,1,,,,0.9,,
ENSMUSG00000072295,Als2cr11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,
ENSMUSG00000072423,Psmb11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,
ENSMUSG00000072437,Nanos1,,,,,,0.6,4,,1,3,3,,,2,,,0.7,0.7,2,,,0.7,,,1,1,,,,0.6,,,,,
ENSMUSG00000072473,1700024G13Rik,,,,,,,,,,0.9,1,3,,2,,,13,0.5,,6,,,,,0.7,,,,165,,,,,,
ENSMUSG00000072487,Mroh5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,
ENSMUSG00000072494,Ppp1r3e,2,3,6,,4,3,2,4,5,2,4,2,4,5,2,,3,4,2,3,8,3,1,2,6,2,2,3,2,1,2,3,2,2,2
ENSMUSG00000072501,Phf20l1,25,20,14,22,8,24,24,11,13,15,11,11,12,27,10,10,19,12,26,21,13,15,12,31,14,15,4,9,9,26,16,12,14,17,9
ENSMUSG00000072553,Gm525,,,,0.9,,,,,,,,,,,,0.5,,,1,,,,,,,,,,,6,,,,,
ENSMUSG00000072568,Fam84b,0.5,1,1,,2,,,4,0.6,0.9,,2,4,0.8,4,2,6,,0.6,2,4,2,9,0.5,,,4,6,,,3,0.8,2,1,5
ENSMUSG00000072571,Tmem253,,,,,7,,,45,,,,,,,70,76,,,,,,,,,,,1,,,,,,,,
ENSMUSG00000072572,Slc39a2,,,,,,,,,,,,,2,,,,2,,,,,,,2,,,,,,,0.9,,15,0.9,
ENSMUSG00000072596,Ear2,1,,0.7,43,,,,,,,,,0.6,,,,11,,,,,,,2,,4,,,,2,,0.6,,,1
ENSMUSG00000072612,Gm10382,,,,,,,0.5,,0.5,,,,0.6,0.5,,,,,,,,,,,,,0.5,,190,,0.5,,,,
ENSMUSG00000072618,Gm10384,,,,0.9,,,,,,0.5,,,,,1,,,,,,,,,,,,,3,,,,,1,,0.5
ENSMUSG00000072640,Lyrm9,7,20,11,10,19,24,22,12,26,29,26,20,12,19,12,11,8,24,22,9,42,31,26,5,24,14,14,29,89,11,13,12,6,12,11
ENSMUSG00000072647,Adam1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,
ENSMUSG00000072662,Mansc4,2,,,,,,,,,,,,,,,,,,,0.7,,,,,,,3,,0.6,,,,,,
ENSMUSG00000072663,Spef2,5,0.7,0.7,2,,2,0.9,,3,3,5,3,,4,,,21,2,2,10,,8,,,4,0.7,,,128,0.9,,,1,,
ENSMUSG00000072673,Gm10392,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
ENSMUSG00000072694,1500011B03Rik,4,6,1,2,0.9,22,35,2,44,30,37,50,5,32,0.8,1,4,34,27,4,2,24,16,3,30,4,3,7,16,4,3,6,4,2,9
ENSMUSG00000072704,Smim10l1,13,30,47,17,16,46,48,17,58,38,43,24,38,39,17,13,29,44,31,23,53,43,23,22,45,10,39,37,10,8,39,28,20,18,29
ENSMUSG00000072714,Rpl21-ps4,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000072720,Myo18b,,,4,24,4,,,0.9,,,,0.6,5,0.5,0.5,,2,,0.6,0.5,0.7,,2,31,1,,2,0.6,,0.6,65,4,0.7,0.5,
ENSMUSG00000072722,Gm6588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
ENSMUSG00000072763,5430403G16Rik,11,3,2,,0.9,2,2,1,2,2,0.8,2,1,3,,0.8,3,2,3,4,4,7,2,3,2,3,1,3,0.6,3,0.7,5,2,2,3
ENSMUSG00000072770,Acrbp,,,,,,,,,,,,,,,,,,3,,,,,35,,0.7,,,,547,,,0.6,,,5
ENSMUSG00000072772,Grcc10,23,25,19,19,18,23,41,21,34,33,42,73,17,44,14,8,22,33,36,25,17,33,28,17,24,21,24,34,42,30,19,24,22,18,27
ENSMUSG00000072791,Abcb5,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000072812,Ahnak2,,,,,2,,,,0.6,0.5,1,,1,,,,,15,,,,,,1,39,,,,,,,,,,
ENSMUSG00000072825,Cep170b,2,11,6,2,20,34,68,17,50,44,54,14,16,41,15,19,13,44,31,12,21,26,25,33,45,1,17,21,14,3,30,18,14,35,34
ENSMUSG00000072845,Tmprss11a,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,8,,0.5,5,
ENSMUSG00000072849,Serpina1e,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,5,0.9,
ENSMUSG00000072872,Rybp,7,5,2,9,6,12,9,4,8,11,8,6,4,8,8,6,8,5,12,8,8,10,7,9,7,3,2,3,26,5,3,7,9,5,6
ENSMUSG00000072875,Gpr27,,,,,,0.9,3,,2,4,2,,,4,,,,0.6,3,0.9,,1,,,0.6,,,,,,0.6,0.7,0.6,0.5,
ENSMUSG00000072878,1700123L14Rik,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1129,,,,,,
ENSMUSG00000072889,Nfxl1,16,10,10,8,17,16,11,15,12,15,9,15,9,9,17,20,13,9,17,19,45,30,26,17,11,12,10,22,11,9,12,14,15,20,29
ENSMUSG00000072915,Gm12258,18,8,6,6,2,25,16,5,16,12,17,12,6,16,5,3,12,15,25,8,13,17,9,6,12,6,7,10,1,35,5,8,7,5,14
ENSMUSG00000072941,Sod3,33,177,264,5,4,9,5,4,9,5,6,4,15,8,1,3,87,12,4,40,8,7,6,34,10,10,19,2,12,5,27,23,6,4,6
ENSMUSG00000072944,Nup62cl,,3,,,,,,,,,,,,,,,,,,0.9,5,0.9,,,,,0.5,,8,,,4,,,
ENSMUSG00000072945,Ripply1,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,
ENSMUSG00000072946,Ptgr2,31,35,160,24,35,22,27,46,37,31,33,36,52,26,69,43,29,34,28,30,17,31,30,25,41,21,42,32,29,24,75,36,28,18,24
ENSMUSG00000072949,Acot1,0.8,2,5,3,11,6,7,4,8,9,11,29,356,15,3,120,31,9,8,27,4,6,35,46,14,2,35,27,5,3,14,30,25,10,19
ENSMUSG00000072952,Gm5878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
ENSMUSG00000072955,Tmsb15l,2,1,0.7,,,3,2,1,3,1,2,2,0.8,2,,,1,2,2,2,,2,0.6,1,2,0.6,0.5,3,6,2,0.9,1,0.6,0.9,3
ENSMUSG00000072964,Bhlhb9,2,2,3,0.9,,4,7,0.8,8,7,6,4,1,5,,0.5,1,5,5,4,,7,0.7,2,5,1,1,0.6,2,3,1,2,4,1,1
ENSMUSG00000072966,Gprasp2,,0.9,,,,1,2,,6,,2,,0.6,1,,,,3,1,,,4,,,2,,,0.6,0.6,,,,,,
ENSMUSG00000072969,Armcx5,85,33,55,29,32,74,108,19,120,97,90,25,35,96,20,15,38,110,77,49,37,55,28,37,107,21,28,29,14,39,32,37,37,27,29
ENSMUSG00000072972,Adam4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,
ENSMUSG00000072980,Oip5,3,1,0.7,11,4,,0.5,3,0.6,0.5,,3,,1,,4,1,,,3,,,,1,,21,3,0.6,24,9,0.7,1,2,1,2
ENSMUSG00000072983,4933414I15Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,
ENSMUSG00000072995,Cpxcr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
ENSMUSG00000073002,Vamp5,20,12,6,34,4,2,2,5,3,3,1,0.8,3,3,8,3,19,4,2,6,3,5,4,7,6,26,4,9,2,4,18,18,2,2,3
ENSMUSG00000073006,Gm732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,
ENSMUSG00000073007,Fam46d,,,,,,,,,,,,6,,,,,,,,,,0.5,,,,,,,21,,,,,,5
ENSMUSG00000073008,Gpr174,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000073010,Gm5127,,,,,,,0.9,,0.7,0.9,,,0.8,0.6,,,,0.5,1,,,,,,,,,,,,,,,,
ENSMUSG00000073016,Uprt,42,11,13,9,22,6,14,20,11,11,12,10,7,12,26,14,11,13,13,12,17,16,7,12,13,7,9,12,1,9,18,14,15,17,8
ENSMUSG00000073043,Atoh1,,,,,129,,,42,,,,,,,31,27,,,,,,,,,,,,,,,,,,,
ENSMUSG00000073063,Hbq1b,,,,7,,,,,0.7,,,,,1,,,,1,,,,,,,1,10,,,,,,,,,
ENSMUSG00000073077,Gm7173,,,,,,0.6,,,1,0.9,1,1,0.6,2,,,5,0.5,,5,1,3,,,2,,1,,21,,,,1,,
ENSMUSG00000073079,Srp54a,0.5,1,4,,,,0.7,1,0.7,0.9,,0.8,0.8,0.6,0.7,1,2,0.6,0.6,0.6,3,1,,2,0.6,0.9,,1,10,0.6,0.7,1,,,0.5
ENSMUSG00000073085,Cldn34b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
ENSMUSG00000073096,Lrrc61,33,11,14,11,7,16,15,9,21,29,20,19,17,15,17,6,6,17,21,7,1,26,5,15,22,7,9,9,4,14,12,8,7,9,16
ENSMUSG00000073102,Drc1,,0.6,,,,2,11,,7,13,9,1,,8,,,21,4,3,7,4,1,,,4,,,,386,,,,,,
ENSMUSG00000073130,Gm1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
ENSMUSG00000073131,Vma21,1,1,3,6,,2,4,0.5,2,5,4,1,6,3,0.7,0.5,2,2,3,2,,3,1,7,4,0.5,1,2,0.6,2,19,1,1,2,
ENSMUSG00000073139,Tmem185a,2,3,3,0.9,,4,4,4,6,5,5,2,3,3,1,2,4,4,5,3,4,2,2,1,5,1,1,2,3,0.6,2,2,2,2,0.5
ENSMUSG00000073176,Zfp449,2,3,6,0.9,2,3,4,1,5,4,5,3,1,3,,1,3,4,5,6,7,7,1,3,3,0.7,1,1,4,0.9,3,6,4,2,3
ENSMUSG00000073177,Gm773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
ENSMUSG00000073207,Ccdc160,,5,,,,,0.6,,1,0.5,1,,,0.8,,,,2,0.5,1,,0.7,0.6,,1,,,3,3,,,,,,2
ENSMUSG00000073209,Klf14,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,0.5,,,,
ENSMUSG00000073234,Gm8773,1,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,
ENSMUSG00000073243,Gm9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,
ENSMUSG00000073294,AU022751,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,1,,,,,,
ENSMUSG00000073375,Lrrc30,,,,5,,,,,,,,,2,,,,,,,,,,,1,0.5,,,,,,9,,,,
ENSMUSG00000073380,Arrdc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,,,
ENSMUSG00000073386,9830107B12Rik,,,,4,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000073396,Esp1,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000073399,Trim40,,,,,12,,,3,,,,,,,16,2,,,,,,,,,,,,,,,,,,,
ENSMUSG00000073400,Trim10,,,,31,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,
ENSMUSG00000073402,Gm8909,,,,,,,,25,,,,,,,64,20,,,,,,,,,,,,,,,,,,,
ENSMUSG00000073407,Gm6034,1,,0.7,,,,,,,,,,,,0.7,,0.5,,,,,,,,,,,,,,,,,,
ENSMUSG00000073408,Dpcr1,,,,,936,,,7,,,,,,,2,,,,,,,,,,,,17907,,,,,,,0.6,
ENSMUSG00000073409,H2-Q6,97,13,16,32,7,,,16,,2,0.5,4,3,,13,6,45,0.8,0.8,4,7,4,1,23,0.9,39,6,12,0.6,16,2,8,15,2,7
ENSMUSG00000073411,H2-D1,0.6,,0.9,3,,,,1,,,,,0.6,,0.7,0.8,3,,,,1,0.9,,,,0.9,,,,,0.7,0.5,0.7,0.6,1
ENSMUSG00000073412,Lst1,23,5,3,34,,0.6,3,5,2,1,1,3,2,2,1,3,16,2,1,4,4,2,1,4,1,43,6,6,,7,1,3,6,5,4
ENSMUSG00000073413,Ly6g6d,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,
ENSMUSG00000073414,G6b,,,2,21,,,,,,,,,,,,,2,,,,,,,,,5,,,,,,,,,
ENSMUSG00000073418,C4b,13,12,39,3,0.9,,1,4,3,2,3,3,2,2,,5,20,7,3,4,3,0.5,1,15,10,8,2,2,,2,3,8,6,2,2
ENSMUSG00000073421,H2-Ab1,2,,,,,,,0.8,,,,,,,1,,,,,,,,,,,0.7,,,,,,,,,
ENSMUSG00000073422,H2-Ke6,35,54,63,19,39,16,15,21,28,31,24,36,39,24,25,12,29,21,30,26,40,35,60,26,20,25,37,43,23,26,32,33,14,19,31
ENSMUSG00000073423,Zfp414,4,3,4,8,4,6,8,0.8,6,4,7,6,1,6,1,0.5,2,6,2,3,1,5,2,1,5,4,4,0.6,10,2,1,3,1,0.9,2
ENSMUSG00000073424,Cyp4f15,,,,,,,,,,0.5,0.6,0.8,3,,1,,,,0.6,,,,,,,,,0.6,,,,18,,,
